experiment,seed,window,accuracy,alert_level,cosine_drift,max_jsd,max_wasserstein
Covariate,8,7,0.8505323505323505,warning,0.0005115866661071777,0.0032652386811875974,0.0625334687888154
Covariate,8,8,0.8443898443898444,warning,0.000979006290435791,0.0035115372644916117,0.055773100978942794
Covariate,8,9,0.8456183456183456,ok,0.0007772445678710938,0.0031443498121666294,0.06956771759338828
Covariate,8,10,0.834971334971335,warning,0.0022574663162231445,0.09258073350294384,0.5901509102219492
Covariate,8,11,0.8423423423423423,warning,0.001976191997528076,0.10045973127371147,0.5957370779287705
Covariate,8,12,0.8288288288288288,critical,0.0015917420387268066,0.09709632904015805,0.6074638429029563
Covariate,8,13,0.8337428337428338,critical,0.0024477243423461914,0.0945861291534641,0.5341442096708601
Covariate,8,14,0.8415233415233415,critical,0.0018727779388427734,0.10403299399187554,0.5484185788559633
Covariate,8,15,0.8194103194103194,critical,0.004848778247833252,0.10880713648431894,0.805679435055626
Covariate,8,16,0.7968877968877969,critical,0.006583690643310547,0.10692055579972473,0.834599560430429
Covariate,8,17,0.825962325962326,critical,0.004981696605682373,0.10482410820235052,0.8478653254280137
Covariate,8,18,0.8296478296478297,critical,0.004659831523895264,0.10663340244161122,0.8321150302886772
Covariate,8,19,0.813011456628478,critical,0.005371391773223877,0.11939366633675536,0.8360217084807685
Covariate,9,1,0.8493038493038493,ok,0.0009541511535644531,0.002901373257999114,0.0874445262417674
Covariate,9,2,0.8472563472563472,ok,7.659196853637695e-05,0.002622690252865242,0.04432380367004647
Covariate,9,3,0.8431613431613432,ok,0.00010091066360473633,0.003195908011691238,0.0474415154003524
Covariate,9,4,0.866912366912367,ok,0.00010347366333007812,0.0029612974272469825,0.0532591690142946
Covariate,9,5,0.8538083538083538,ok,0.00010675191879272461,0.002651321265218641,0.03231019515431311
Covariate,9,6,0.85995085995086,warning,0.0002142786979675293,0.00370526561394814,0.0456736359980192
Covariate,9,7,0.8521703521703522,warning,6.097555160522461e-05,0.003948605965005044,0.07122603482029034
Covariate,9,8,0.8488943488943489,warning,0.0003382563591003418,0.002993601155856735,0.055590435466672056
Covariate,9,9,0.8472563472563472,warning,0.0005955696105957031,0.0034736014997996155,0.061402795691406255
Covariate,9,10,0.8415233415233415,warning,0.0005258321762084961,0.06464293482965223,0.3504454774411434
Covariate,9,11,0.8394758394758395,critical,0.00036591291427612305,0.06627136630476618,0.3495372237596664
Covariate,9,12,0.8423423423423423,critical,0.000488579273223877,0.0643490088709366,0.3159829246409979
Covariate,9,13,0.8476658476658476,critical,0.0008233785629272461,0.06646728590830535,0.34419472083380426
Covariate,9,14,0.8300573300573301,critical,0.00018393993377685547,0.06920993077402787,0.3624665072478295
Covariate,9,15,0.8415233415233415,critical,0.0009180307388305664,0.07596605338565701,0.5971649552901492
Covariate,9,16,0.8312858312858313,critical,0.0010092854499816895,0.06878138549534861,0.5749244207634444
Covariate,9,17,0.8361998361998362,critical,0.0007799267768859863,0.0814449231883381,0.5940239857874275
