experiment,window,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,cosine_drift_mean,max_jsd_mean,alert_rate
Rotation (class-cond),13,0.7045700245700246,0.7004892053198778,0.7086508438201714,0.00046858310699462893,0.003213704791590933,0.92
Rotation (class-cond),14,0.6837018837018838,0.6799316417029807,0.6874721257007869,0.00039309024810791016,0.0031802815476747004,0.84
Rotation (class-cond),15,0.6682391482391483,0.6650988540771396,0.671379442401157,0.00033544301986694337,0.003159668305354904,0.92
Rotation (class-cond),16,0.6385913185913186,0.6334552133911416,0.6437274237914955,0.00042583942413330076,0.003076960775949721,0.88
Rotation (class-cond),17,0.6138083538083536,0.6075524180245055,0.6200642895922017,0.0003394865989685059,0.003308144574393944,0.92
Rotation (class-cond),18,0.5947911547911547,0.5895087757385097,0.6000735338437998,0.0004004192352294922,0.003210028760489546,0.96
Rotation (class-cond),19,0.7264157119476269,0.7218615732747049,0.7309698506205489,0.0003560948371887207,0.003232988919172034,0.92
Conditional (pooled),1,0.8473546273546273,0.843666662234034,0.8510425924752206,0.00039928674697875977,0.0031828291344023056,0.0
Conditional (pooled),2,0.8495495495495498,0.8463512863734481,0.8527478127256514,0.00043334722518920896,0.0031165947068190693,0.0
Conditional (pooled),3,0.843963963963964,0.8413734285117291,0.8465544994161989,0.00032042264938354493,0.0032434778953802984,0.08
Conditional (pooled),4,0.8538574938574938,0.851248257373812,0.8564667303411755,0.00043140411376953126,0.00310604901217903,0.36
Conditional (pooled),5,0.8506306306306307,0.847703584689734,0.8535576765715275,0.0003181171417236328,0.0030547235516260886,0.4
Conditional (pooled),6,0.8453235053235053,0.842366418022753,0.8482805926242576,0.0003754806518554688,0.0032194225147733966,0.56
Conditional (pooled),7,0.843963963963964,0.8411310855274606,0.8467968424004674,0.00036402702331542967,0.003338165367853446,0.52
Conditional (pooled),8,0.8392792792792794,0.836535794515367,0.8420227640431918,0.0003901052474975586,0.003159531063754705,0.56
Conditional (pooled),9,0.8343161343161342,0.8313455986654469,0.8372866699668214,0.0004350805282592773,0.003261246095677077,0.64
Conditional (pooled),10,0.8332841932841933,0.8300936372624906,0.836474749305896,0.00043012619018554686,0.003429193200896849,0.72
Conditional (pooled),11,0.8265847665847665,0.8237008093634149,0.8294687238061181,0.00048404455184936524,0.0031692498134827936,0.68
Conditional (pooled),12,0.8229811629811629,0.8188589986122754,0.8271033273500503,0.0003230428695678711,0.00327320853364804,0.44
Conditional (pooled),13,0.8208353808353808,0.8179292176166064,0.8237415440541551,0.00046858310699462893,0.003213704791590933,0.56
Conditional (pooled),14,0.8149385749385751,0.811203891639364,0.8186732582377862,0.00039309024810791016,0.0031802815476747004,0.48
Conditional (pooled),15,0.8112039312039312,0.8084070019890639,0.8140008604187985,0.00033544301986694337,0.003159668305354904,0.48
Conditional (pooled),16,0.8048648648648651,0.8011743697796618,0.8085553599500683,0.00042583942413330076,0.003076960775949721,0.44
Conditional (pooled),17,0.7984602784602786,0.7947291798802236,0.8021913770403335,0.0003394865989685059,0.003308144574393944,0.44
Conditional (pooled),18,0.7932350532350532,0.7898040764562947,0.7966660300138116,0.0004004192352294922,0.003210028760489546,0.56
Conditional (pooled),19,0.7943207855973813,0.7890985108493118,0.7995430603454508,0.0003560948371887207,0.003232988919172034,0.6
Conditional (class-cond),1,0.8473546273546273,0.843666662234034,0.8510425924752206,0.00039928674697875977,0.0031828291344023056,0.0
Conditional (class-cond),2,0.8495495495495498,0.8463512863734481,0.8527478127256514,0.00043334722518920896,0.0031165947068190693,0.0
Conditional (class-cond),3,0.843963963963964,0.8413734285117291,0.8465544994161989,0.00032042264938354493,0.0032434778953802984,0.16
Conditional (class-cond),4,0.8538574938574938,0.851248257373812,0.8564667303411755,0.00043140411376953126,0.00310604901217903,0.48
Conditional (class-cond),5,0.8506306306306307,0.847703584689734,0.8535576765715275,0.0003181171417236328,0.0030547235516260886,0.72
Conditional (class-cond),6,0.8453235053235053,0.842366418022753,0.8482805926242576,0.0003754806518554688,0.0032194225147733966,0.88
Conditional (class-cond),7,0.843963963963964,0.8411310855274606,0.8467968424004674,0.00036402702331542967,0.003338165367853446,0.92
Conditional (class-cond),8,0.8392792792792794,0.836535794515367,0.8420227640431918,0.0003901052474975586,0.003159531063754705,0.92
Conditional (class-cond),9,0.8343161343161342,0.8313455986654469,0.8372866699668214,0.0004350805282592773,0.003261246095677077,1.0
Conditional (class-cond),10,0.8332841932841933,0.8300936372624906,0.836474749305896,0.00043012619018554686,0.003429193200896849,1.0
Conditional (class-cond),11,0.8265847665847665,0.8237008093634149,0.8294687238061181,0.00048404455184936524,0.0031692498134827936,1.0
Conditional (class-cond),12,0.8229811629811629,0.8188589986122754,0.8271033273500503,0.0003230428695678711,0.00327320853364804,0.92
Conditional (class-cond),13,0.8208353808353808,0.8179292176166064,0.8237415440541551,0.00046858310699462893,0.003213704791590933,0.92
Conditional (class-cond),14,0.8149385749385751,0.811203891639364,0.8186732582377862,0.00039309024810791016,0.0031802815476747004,0.84
Conditional (class-cond),15,0.8112039312039312,0.8084070019890639,0.8140008604187985,0.00033544301986694337,0.003159668305354904,0.92
Conditional (class-cond),16,0.8048648648648651,0.8011743697796618,0.8085553599500683,0.00042583942413330076,0.003076960775949721,0.88
Conditional (class-cond),17,0.7984602784602786,0.7947291798802236,0.8021913770403335,0.0003394865989685059,0.003308144574393944,0.92
Conditional (class-cond),18,0.7932350532350532,0.7898040764562947,0.7966660300138116,0.0004004192352294922,0.003210028760489546,0.96
Conditional (class-cond),19,0.7943207855973813,0.7890985108493118,0.7995430603454508,0.0003560948371887207,0.003232988919172034,0.92
Perturbation (pooled),1,0.8473546273546273,0.843666662234034,0.8510425924752206,0.00039928674697875977,0.0031828291344023056,0.0
